58,olivia,mac,LDN-STI-0,true,18.205042,2.4478073,5.6593795,0.26036882
59,mike,scott,THI-BLN-0,false,20.57578,3.5392175,1.9909444,0.86947525
60,david,smith,SKM-MLD-0,true,8.491295,4.5332017,5.968814,4.019059
61,jack,kumar,PRI-DBI-0,true,4.498762,5.170838,5.013942,0.31687617
62,irene,parris,SKM-MLD-0,true,3.1947775,2.7567325,3.2373714,5.856055
63,irene,wise,SKM-RKT-0,false,29.242855,2.6818376,3.309871,4.5684195
64,irene,gray,THI-BLN-0,false,16.716,3.1911297,3.5631466,2.4028664
65,may,jones,EDN-LDN-0,false,12.975837,2.3216507,3.722159,2.3444388
66,nyla,barlow,EDN-LDN-0,true,18.158333,2.2778134,2.4855208,5.523027
67,reis,xi,THI-BLN-0,false,2.0592337,2.6414642,2.7506084,4.398561
68,sumayya,gray,THI-BLN-0,true,8.785234,1.4615654,0.43302548,3.0651848
69,olivia,godliman,PRI-EDN-0,true,22.107641,2.847019,4.7870646,0.3978467
70,mark,gray,THI-BLN-0,false,16.77425,4.1544094,5.567165,2.7222824
71,olivia,smith,LDN-DBI-0,true,20.411371,2.26544,3.3989887,2.1285439
72,lisa,xi,DBI-MLD-0,false,25.188128,5.053446,1.3310169,1.9158322
73,olivia,godliman,PRI-DBI-0,true,20.444231,3.4143255,1.6571732,5.309734
74,hannah,chandler,SKM-RKT-0,true,3.2445788,5.162058,4.524541,4.2536244
75,may,macdonald,LDN-DBI-0,true,27.877502,1.9081796,5.494392,5.640851
76,irene,parris,PRI-EDN-0,false,1.8910682,0.76497674,3.7252417,4.2163043
77,martin,barnes,PRI-EDN-0,false,27.87511,1.7980492,2.5604832,0.7917845
78,jenny,parris,DBI-LDN-0,false,4.2679844,2.115436,5.941083,0.230744
79,john,godliman,SKM-RKT-0,true,21.833305,5.923485,2.2997782,0.49088144
80,mark,macdonald,THI-BLN-0,true,13.453482,5.6715136,2.1746054,3.2288876
81,amanpreet,kumar,THI-BLN-0,true,2.4888039,2.4755259,5.2477536,1.5747381
82,mike,chandler,THI-BLN-0,false,23.410591,3.6253288,1.1745179,4.144514
83,martin,chandler,SKM-MLD-0,true,17.271172,5.9333134,4.1359434,4.771616
84,irene,godliman,THI-BLN-0,true,11.629511,4.1132145,2.7479944,0.08778942
85,edna,parris,PRI-EDN-0,true,29.47223,3.2243865,1.7474617,1.5893261
86,hannah,gamble,THI-BLN-0,true,29.471045,0.7972845,2.062697,5.826585
87,steve,brown,PRI-EDN-0,false,17.237305,1.58344,3.0283048,5.6145105
88,hannah,cameron,THI-BLN-0,true,0.8858603,0.42978144,4.8115425,5.4657373
89,david,mcgregor,SKM-MLD-0,false,12.267253,1.3805416,0.015313625,1.0620292
90,david,jones,SKM-RKT-0,false,18.248837,0.12627733,0.12758088,3.0904455
91,reis,gray,SKM-RKT-0,true,8.8724165,5.8941264,4.389114,3.4396415
92,olivia,barlow,DBI-MLD-0,true,8.554872,0.24090493,1.4767199,4.352588
93,martin,jones,EDN-LDN-0,true,12.927872,0.84394455,4.3384247,4.9992447
94,reis,godliman,LDN-DBI-0,false,26.682526,0.6077503,3.508695,3.336018
95,lisa,brown,EDN-LDN-0,true,13.339575,1.3369335,5.860013,2.4514482
96,steve,parris,DBI-MLD-0,false,21.347569,3.7083514,0.9583161,3.724218
97,reis,gamble,THI-BLN-0,true,28.945576,2.097119,5.077466,0.25653934
98,john,mcgregor,SKM-MLD-0,false,27.312721,3.499767,4.542148,2.6733747
99,nyla,chandler,LDN-DBI-0,false,24.348778,2.0012105,2.5235958,0.17904568
